ID,Name,Address,AdmArea,District,geoData,Category,SubCategory
Спорт.Спортивные объекты Москвы.1074997765,Физкультурно-оздоровительный комплекс «Атлант-Косино» (106108),"город Москва, Большая Косинская улица, дом 5А",Восточный административный округ,район Косино-Ухтомский,"{'coordinates': [37.8536557526515, 55.712489732375], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
Спорт.Спортивные объекты Москвы.1074997766,Спортивная школа олимпийского резерва «Синяя птица» (108178),"город Москва, улица Бестужевых, дом 9Б",Северо-Восточный административный округ,район Отрадное,"{'coordinates': [37.5997255407838, 55.8713161103398], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
Спорт.Спортивные объекты Москвы.1074997767,Спортивный комплекс «Солнечный»(121712),"город Москва, улица 50 лет Октября, дом 2, корпус 1",Западный административный округ,район Солнцево,"{'coordinates': [37.4157410781426, 55.6533752014386], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
Спорт.Спортивные объекты Москвы.1074997768,ВМХ-велодром «Коломенский» (107290),"город Москва, Коломенский проезд, дом 16",Южный административный округ,район Нагатино-Садовники,"{'coordinates': [37.6540327671859, 55.6656459146985], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
Спорт.Спортивные объекты Москвы.1074997769,Бассейн плавательный «Дом плавания» (105940),"город Москва, улица Ибрагимова, дом 32",Восточный административный округ,район Соколиная Гора,"{'coordinates': [37.7307329728699, 55.788708421318], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
Спорт.Спортивные объекты Москвы.1074997770,Физкультурно-оздоровительный комплекс «Рекорд» (108143),"город Москва, Бартеневская улица, дом 17",Юго-Западный административный округ,район Южное Бутово,"{'coordinates': [37.5330442799027, 55.5508910203618], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
Спорт.Спортивные объекты Москвы.1074997771,Спортивный комплекс «Гольф Центр Москва» (121394),"Российская Федерация, город Москва, внутригородская территория муниципальный округ Куркино, Соколово-Мещерская улица, дом 27, корпус 1",Северо-Западный административный округ,район Куркино,"{'coordinates': [37.3812689355535, 55.9038698945146], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
Спорт.Спортивные объекты Москвы.1074997772,"Спортивный комплекс «Серебряный» ул. Генерала Глаголева, дом 10, корпус 3 (108258)","город Москва, улица Генерала Глаголева, дом 10, корпус 3",Северо-Западный административный округ,район Хорошёво-Мнёвники,"{'coordinates': [37.4661873077673, 55.7812600190312], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
Спорт.Спортивные объекты Москвы.1074997774,Досуговый центр «на Ленинском» (108162),"город Москва, Ленинский проспект, дом 131",Юго-Западный административный округ,район Тёплый Стан,"{'coordinates': [37.4747090152228, 55.6440662293623], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
Спорт.Спортивные объекты Москвы.1074997775,Физкультурно-оздоровительный комплекс с бассейном «Надежда» (109300),"город Москва, улица Крупской, дом 1, корпус 1",Юго-Западный административный округ,Ломоносовский район,"{'coordinates': [37.5293372861865, 55.6804448374172], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
Спорт.Спортивные объекты Москвы.1074997776,Физкультурно-оздоровительный комплекс «ГБУ «СШОР № 101 «Тушино» Москомспорта» (105935),"город Москва, улица Вилиса Лациса, домовладение 20",Северо-Западный административный округ,район Северное Тушино,"{'coordinates': [37.4192474104843, 55.8624360678356], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
Спорт.Спортивные объекты Москвы.1074997778,Спортивный комплекс «Олимпийская деревня-80» (108131),"город Москва, улица Мичуринский Проспект, Олимпийская Деревня, дом 2",Западный административный округ,район Тропарёво-Никулино,"{'coordinates': [37.473813182922, 55.675993186787], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
Спорт.Спортивные объекты Москвы.1074997779,"Пункт выдачи спортивного инвентаря «ГБУ «ЦФКиС САО г. Москвы» Москомспорта, деревня Новосёлки» (105945)","город Москва, 4-я улица Новосёлки, дом 2",Северный административный округ,Молжаниновский район,"{'coordinates': [37.3907225295332, 55.9275102808489], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
Спорт.Спортивные объекты Москвы.1074997782,Физкультурно-спортивный комплекс «На Днепропетровской» (121133),"город Москва, Днепропетровская улица, дом 10А",Южный административный округ,район Чертаново Северное,"{'coordinates': [37.5900607188846, 55.6247027658357], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
Спорт.Спортивные объекты Москвы.1074997783,Спортивная школа олимпийского резерва № 73 Виктория (107149),"город Москва, улица Алабяна, дом 13, корпус 1",Северный административный округ,район Сокол,"{'coordinates': [37.505905482064, 55.7999747594988], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
Спорт.Спортивные объекты Москвы.1074997784,Физкультурно-оздоровительный комплекс ГБОУ ЦСиО Самбо-70 «Строгино» (108260),"город Москва, улица Кулакова, домовладение 15, корпус 2",Северо-Западный административный округ,район Строгино,"{'coordinates': [37.3987707420397, 55.8085640179297], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
Спорт.Спортивные объекты Москвы.1074997785,Физкультурно-оздоровительный комплекс «ГБОУ ЦСиО Самбо-70 отделение Ясенево» (108136),"город Москва, Вильнюсская улица, дом 6, корпус 2",Юго-Западный административный округ,район Ясенево,"{'coordinates': [37.5200692107768, 55.6044873004621], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
Спорт.Спортивные объекты Москвы.1074997786,Спортивный павильон «Экстрим парк» (121314),"город Москва, Ткацкая улица, дом 25, строение 6",Восточный административный округ,район Соколиная Гора,"{'coordinates': [37.7313578171944, 55.7872005456278], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
Спорт.Спортивные объекты Москвы.1074997788,Пункт выдачи спортивного инвентаря «ГБУ «ЦФКиС ТиНАО г. Москвы» Москомспорта» (121853),"город Москва, поселение Вороновское, посёлок ЛМС, микрорайон &quot;Центральный&quot;, дом 9",Троицкий административный округ,поселение Вороновское,"{'coordinates': [37.1759038735444, 55.3135362151568], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
Спорт.Спортивные объекты Москвы.1074997790,Физкультурно-оздоровительный комплекс «Спортивная школа олимпийского резерва № 43» (108264),"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Южное, улица Подольских Курсантов, дом 4А",Южный административный округ,район Чертаново Южное,"{'coordinates': [37.6102247047492, 55.6061370354155], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
Спорт.Спортивные объекты Москвы.1074997791,Досуговый центр «На ул. Черняховского» (100527),"город Москва, улица Черняховского, дом 17, корпус 1",Северный административный округ,район Аэропорт,"{'coordinates': [37.5385240607551, 55.8075394847965], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
Спорт.Спортивные объекты Москвы.1074997792,Бассейн плавательный «Открытый комплекс» (109838),"город Москва, Мироновская улица, дом 27, строение 2",Восточный административный округ,район Соколиная Гора,"{'coordinates': [37.731145741293, 55.7878962278895], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
Спорт.Спортивные объекты Москвы.1074997793,Гребной канал Москва (108097),"город Москва, Крылатская улица, дом 2, строение 19",Западный административный округ,район Крылатское,"{'coordinates': [37.4415724585228, 55.7532572478255], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
Спорт.Спортивные объекты Москвы.1074997794,Спортивный комплекс «Малино» (108172),"город Москва, город Зеленоград, корпус 860",Зеленоградский административный округ,район Старое Крюково,"{'coordinates': [37.1995643958663, 55.9731969028595], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
Спорт.Спортивные объекты Москвы.1074997795,Физкультурно-оздоровительный комплекс «Центр спортивных единоборств Северное Бутово» (108138),"город Москва, бульвар Дмитрия Донского, дом 9А",Юго-Западный административный округ,район Северное Бутово,"{'coordinates': [37.5789590995351, 55.56783612216], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
Спорт.Спортивные объекты Москвы.1074997796,Спортивная школа «Пингвины» (108313),"город Москва, Булатниковская улица, дом 2Б",Южный административный округ,район Бирюлёво Западное,"{'coordinates': [37.6532140908297, 55.5805771105019], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
Спорт.Спортивные объекты Москвы.1074997797,"Пункт выдачи спортивного инвентаря «ГБУ «ЦФКиС Зеленоградского АО г. Москвы» Москомспорта, Озёрная аллея, вл. 3» (108706)","город Москва, город Зеленоград, Озёрная аллея, дом 3",Зеленоградский административный округ,район Старое Крюково,"{'coordinates': [37.2242845610467, 55.9823243002366], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
Спорт.Спортивные объекты Москвы.1074997798,Спортивный комплекс «Олимпиец» (109834),"Российская Федерация, город Москва, внутригородская территория муниципальный округ Некрасовка, Рождественская улица, дом 19, корпус 2",Юго-Восточный административный округ,район Некрасовка,"{'coordinates': [37.9156048661894, 55.7046462754085], 'type': 'Point'}",Спорт,Спортивные объекты Москвы
